V0,V1,V2,V3,V4,V5
1.0495211860162021,1.0498157376806476,1.1105379559254382,1.0292165048244017,0.881839717157862,0.996112073926974
1.5210415992918853,1.5416816629605778,1.2157518299511063,1.2818794509358549,1.5859916387479747,1.5749178221706313
1.1189387054679745,1.0241945408592399,1.3156073642579078,1.0880020311317533,1.2057750830229494,1.3267492543551067
2.2223006029390735,2.2367953543473154,2.0779274053269807,2.373232935955242,2.456400479361326,2.2194609128950002
1.7411513435712838,1.7045399008363231,2.181351514757425,1.7366204440882487,1.9127723141339878,1.7792242960274451
0.8842265090366743,0.9363919112729416,0.5500651526101422,1.0704492628227025,0.8018686935744725,0.8800034732840984
1.6949154358349607,1.711941600625051,1.23496991598425,1.7811247952168474,1.4545547886761552,1.7335935467509063
1.5089358649269955,1.3972843018086092,1.3298324822473402,1.546087772168264,1.3946335010124757,1.320556905659485
1.7696351287976442,1.7824972282091995,1.9166650453616199,1.6071014343633467,1.4336255054440363,1.6482997228302194
1.2111218482335466,1.2366761840985143,0.8178280986794796,1.1990848331131703,1.2139807472322792,1.1697371518908712
1.908775771805318,1.9426261654835926,1.880775007855285,1.7745255584715256,1.8597279556694277,2.0347264781138352
0.5694694862244981,0.5454155717039875,0.6098125976192541,0.2540415297533611,0.6411130231219299,0.6710780300272537
1.1642721555689335,1.1809607485429687,0.46749704788130714,1.1646576296483913,0.6999820552017472,0.9743302011785099
1.1458956178518402,1.0743527961980193,0.5813252328396549,0.6936818196459397,1.1688686797473116,1.0249911039908866
1.1787938987568853,1.1407819406316155,1.0675714407974575,0.9275160565368927,1.198441186634067,1.0138226704990427
1.6929398889518366,1.6568099490107067,1.655976695869358,1.3151994986951399,2.3100679874924666,1.5960015843570305
0.770100097560103,0.7643030655268431,0.4924289751475948,0.4895006073117884,0.40965687637295767,0.7330979272240601
1.8103419874287434,1.8090095484982123,1.7693629468996783,1.331425755766012,2.2609398539827184,1.9212209833541496
1.4559790966577548,1.4426522965446231,1.0622318914678217,1.7009175857017198,1.5303565922464726,1.6072174703002309
1.8208996672370503,1.8819859268080135,1.023689842449972,1.9679104508035519,1.647941197142769,1.8224046750555196
2.146993027327037,2.1744260903739234,2.4784994535457936,2.0493446441982335,2.3990292998463723,2.321723854864323
1.0528381882302744,1.1150060442842609,1.4829450941936897,1.0684037834252573,1.4218509770321388,1.0620986268523773
1.4397918577159947,1.3995823544609924,1.6331867275880811,1.3859032492220726,1.8732579934489548,1.6801259331906797
0.6959283256494145,0.7250244875811055,0.7503839717718898,0.9012623643891222,0.7465930558914738,0.7638572342859417
0.5213666850010746,0.5260742364395161,0.8265010143293505,0.36143116331987835,0.9172295753260837,0.6473295717235252
1.027614303169982,1.049677951764148,1.1376862238385104,0.4191861753570425,1.1185258852806708,1.159649912732231
2.099551199078023,2.105132930491411,1.7871965021092815,2.0718354794445877,2.349382969582606,2.075210965425505
1.8713538500780467,1.822474265381873,1.014458123665319,1.3578711558256342,1.711917707018373,1.5410866814881874
1.496589635919702,1.4637679436597968,1.1896712681437243,1.0567741702735456,1.4916922242690052,1.4367599199416072
1.8243744659473642,1.7723172539297098,2.5524054101089644,1.956270595826899,2.0532974902842422,1.9201909228020821
1.0937954105521968,1.1180278067285707,0.6773064557982353,1.5145742675369505,1.0892759279025082,0.8270590235751163
1.482974962495714,1.4906775798657137,1.7643409308116516,1.4237321663571196,1.299940338038691,1.5049538906809956
1.4630496216963187,1.4890724960060309,1.7098613079018836,1.8432493439709272,1.4604660225888688,1.442668745285651
1.8201164512030592,1.868846916939794,1.6976558913048916,1.1584915611227442,1.7489706185627918,1.816817296048514
1.643501546438916,1.5830509570647204,1.5185653062631574,1.2617925116347835,2.0557359030777795,1.4978923162993536
1.072944306897875,1.1318524279297733,1.0092742767380292,1.317784696801726,0.9865898065063264,1.343560126669848
1.951726766743534,1.9383794086124013,1.122382661518711,2.015055056051786,1.7446044260404274,1.720865699811702
1.4875121575313452,1.4638329521046927,1.120389243968103,1.5683606231131786,1.3846119183063348,1.4769851423578217
1.376795784279711,1.3818433269539923,0.871417554343332,1.404751524584431,1.0931785566460601,1.2968853113183365
1.3148362251051933,1.3774098968834991,1.3225500623384083,1.021771699604026,1.5274154256808083,1.5427786559107217
1.8466372706840828,1.7645150617163798,1.8803838431709274,1.9653369750157186,1.8401668589382094,1.747717788255065
1.003121545179993,0.9919069997132731,0.15880659721403279,0.8219033484441275,0.5677327858991214,1.0124395062524687
1.5007481220231216,1.4848076784924935,1.1911267230792117,0.9433395696403962,1.7619235904294026,1.3437906557768895
1.4630950430196368,1.4162479476187835,0.19503068107884147,1.4962412278739434,1.0158455430635212,1.2312206054954957
1.0422731402956502,1.03016844474673,0.6447460233814645,1.0777053883341345,0.8195890292804628,1.0533466903855848
1.7153750962387886,1.6458886735456884,0.981651656359457,1.0019889368498445,1.8285935209858974,1.5730397006603953
1.0491810345023733,1.0365592848298877,0.7263870836322907,0.8349552097341612,0.7999262870299011,1.0860461909583903
1.3746637172980678,1.3608309839758743,1.0609969966373884,1.2303276984953302,1.018817643872824,1.3452050260695083
1.1137013297401197,1.108448868110843,1.2740471004184695,1.4542636694859077,0.8582029505339234,1.2199462757252098
0.939491748686843,0.9119259306520909,0.6143499351977388,1.0398736883679303,0.8020643239426493,0.7245610361461651
1.2451570832339975,1.3011269331163533,1.3669978103012432,1.0175305357675808,1.4722050348045428,1.2797151836863192
1.0687312518238725,1.0026327720161685,1.0584382187343442,1.2707364204044609,0.9715939241038626,1.0035854695242128
1.3569343142710015,1.3462734253973563,1.042531472668231,1.35648480056871,1.1356839227346667,1.2264807757544942
1.6998558682578628,1.6605549343684376,1.562644297173268,1.784891958239938,1.4024294684896503,1.484866252263572
1.2226197470136164,1.258147776372872,0.498021961516878,1.4934890719878635,0.6737854349048494,1.0243482972417743
1.3541988261350426,1.4218336348514378,1.3679017387065955,1.7411819505613835,1.1290257999886049,1.4975819110393374
1.7820840559846236,1.749293999101915,1.4160669671168529,1.8966302165183224,1.7010505435050023,1.746585600497455
0.4754653109665529,0.5064622586975192,1.2041004234298893,0.8263009954583903,0.9791464838026681,0.6227880849502535
1.0747002603867981,1.104878442680417,0.41195077667634855,0.9437610568116214,1.0651332603433294,0.8117951676760174
1.3156261204736406,1.3602106934711442,1.8214234040671031,2.1851536241275973,1.6141505873807604,1.356436740947788
1.3963518551540457,1.42008730903742,2.0518413629108574,1.3048190991564024,1.5273588743927895,1.5363997141309276
1.9158238912676766,1.970873810095315,1.9721562548253453,1.7852853317932382,1.8436110212750059,2.1406869773963737
1.1319513630605496,1.1634320245940575,1.1580203319966458,1.1860229864178227,1.0853725862105057,1.0727488060992652
1.2608664741763673,1.3478230148705033,1.2594873608662933,1.8258169021571111,1.4598118766941364,1.276695269265138
1.1765675382222793,1.1383270840125688,1.4614939804453815,1.166074238096294,1.2742042865852086,1.3591187063503531
1.3450093515590495,1.313108368503314,1.0199480963545053,1.4076231248584907,1.0067556533699051,1.4150563283974709
1.0385519188630303,1.0516419119114113,1.0958165863775842,0.5954244546215057,1.0646433514706382,0.8778300591141016
0.6647677033361874,0.6570482358103782,0.49909439139330386,1.0703114643188856,0.9091650173584577,0.4606829235479571
1.7218895618830174,1.6629455709794678,1.214808107199536,1.4281217120776641,1.342420709492227,1.6382745035192108
0.8471833344377361,0.8251528195926313,0.0721910410061199,0.19618961522044973,0.601597260785426,0.6491389597618906
2.03694649271705,2.0548137707600547,1.6260964675403624,2.1527345701854315,1.7319281470289003,2.0276137476590645
1.2096962868564158,1.2085307964970835,0.8252449872902844,0.7014912299216581,0.9768144794576206,1.1684724947463543
2.2378095927233286,2.2399666009147476,2.5301901518878323,1.9082735863215512,2.2641836489182303,2.2635308241384777
1.2602480901302404,1.363210642714889,1.0535826614522374,1.3187435659675741,1.2640675343396826,1.4276031959132187
1.6230801550910992,1.5939845903699097,1.6035614494649764,1.7067121354275234,1.3301722079697373,1.6269497269709718
1.299954343169073,1.2311940541742974,1.382017737890422,0.9111193767700793,1.120563406564191,1.4391767982597636
1.9534088791138604,1.942695200775533,1.8494390872637665,1.9115957488673176,1.6482729164864214,2.0130323299913324
0.33484646185106337,0.31787469327957646,0.6309383930896546,0.6803569680894053,0.3752461881856753,0.4963110573066681
0.9917867491832912,1.0119275814205633,1.1723140789247597,1.2733644005158082,1.1411225967818326,1.0699934142090732
1.2455851590345128,1.1958756011041158,1.087244682177273,1.1720492595606875,1.406107281241652,1.0878862698095686
1.1708638379578395,1.1941922455184564,0.9705247458862027,1.2444880775235778,1.1679073780996747,1.1179780205863175
1.458381358556044,1.5144314535745063,1.8450729594962392,0.77337233156985,1.775272146940398,1.5780467186449412
1.3578421555135303,1.439017683396624,2.0791321258116184,1.15352882863975,1.7093799054846106,1.7235506049023326
1.3431562698184019,1.3420907530866926,0.9507949953459984,1.3644364966474496,1.3592513547116944,1.155443836590393
1.6071870799873016,1.6405430552297788,2.059774277634101,1.7636560644102564,1.5785017631715221,1.714490118462369
1.3017856935997172,1.2417516349385804,1.0893952464382755,0.3781477535039705,1.115177677460718,1.3123504014894036
0.68135117800822,0.6731253286165125,1.2348458037579708,0.492876290951174,1.0530215050460858,0.7617264796796295
1.500039520689643,1.4148574324852652,1.0234646581203681,1.6993600522012284,1.0193376014294022,1.3920783536974426
